AFFYMETRIX_3PRIME_IVT_ID	Name	Species	name_abbr
11718126_s_at	aminoacyl tRNA synthetase complex interacting multifunctional protein 1(AIMP1)	Homo sapiens	AIMP1
11755370_x_at	TSPO associated protein 1(TSPOAP1)	Homo sapiens	TSPOAP1
11737364_a_at	TSPO associated protein 1(TSPOAP1)	Homo sapiens	TSPOAP1
11763495_s_at	TSPO associated protein 1(TSPOAP1)	Homo sapiens	TSPOAP1
11729468_a_at	TSPO associated protein 1(TSPOAP1)	Homo sapiens	TSPOAP1
11759303_at	multifunctional ROCO family signaling regulator 1(MFHAS1)	Homo sapiens	MFHAS1
11739395_a_at	multifunctional ROCO family signaling regulator 1(MFHAS1)	Homo sapiens	MFHAS1
11739394_at	multifunctional ROCO family signaling regulator 1(MFHAS1)	Homo sapiens	MFHAS1
11727169_x_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11726736_a_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11726737_x_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11748035_a_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11736723_a_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11736724_x_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11761108_x_at	PDZ and LIM domain 7(PDLIM7)	Homo sapiens	PDLIM7
11730896_a_at	MAPK activated protein kinase 2(MAPKAPK2)	Homo sapiens	MAPKAPK2
11719368_s_at	MAPK activated protein kinase 2(MAPKAPK2)	Homo sapiens	MAPKAPK2
11726042_a_at	serine/threonine kinase 17b(STK17B)	Homo sapiens	STK17B
11726040_at	serine/threonine kinase 17b(STK17B)	Homo sapiens	STK17B
11726041_x_at	serine/threonine kinase 17b(STK17B)	Homo sapiens	STK17B
11722655_s_at	serine/threonine kinase 17a(STK17A)	Homo sapiens	STK17A
11722656_s_at	serine/threonine kinase 17a(STK17A)	Homo sapiens	STK17A
11722654_s_at	serine/threonine kinase 17a(STK17A)	Homo sapiens	STK17A
11717810_a_at	cytohesin 3(CYTH3)	Homo sapiens	CYTH3
11757447_s_at	cytohesin 3(CYTH3)	Homo sapiens	CYTH3
11716317_at	cytohesin 2(CYTH2)	Homo sapiens	CYTH2
11716316_x_at	cytohesin 2(CYTH2)	Homo sapiens	CYTH2
11761298_at	cytohesin 2(CYTH2)	Homo sapiens	CYTH2
11754351_a_at	cytohesin 1(CYTH1)	Homo sapiens	CYTH1
11744293_a_at	cytohesin 1(CYTH1)	Homo sapiens	CYTH1
11749337_a_at	cytohesin 1(CYTH1)	Homo sapiens	CYTH1
11745798_x_at	long intergenic non-protein coding RNA 1000(LINC01000)	Homo sapiens	LINC01000
11745797_x_at	long intergenic non-protein coding RNA 1000(LINC01000)	Homo sapiens	LINC01000
11755311_a_at	integrin subunit beta 1 binding protein 1(ITGB1BP1)	Homo sapiens	ITGB1BP1
11719292_a_at	integrin subunit beta 1 binding protein 1(ITGB1BP1)	Homo sapiens	ITGB1BP1
11719293_s_at	integrin subunit beta 1 binding protein 1(ITGB1BP1)	Homo sapiens	ITGB1BP1
11728487_at	piwi like RNA-mediated gene silencing 1(PIWIL1)	Homo sapiens	PIWIL1
11721918_a_at	BAF chromatin remodeling complex subunit BCL7C(BCL7C)	Homo sapiens	BCL7C
11760957_at	BAF chromatin remodeling complex subunit BCL7C(BCL7C)	Homo sapiens	BCL7C
11754286_a_at	BAF chromatin remodeling complex subunit BCL7B(BCL7B)	Homo sapiens	BCL7B
11734554_a_at	BAF chromatin remodeling complex subunit BCL7B(BCL7B)	Homo sapiens	BCL7B
11748591_a_at	COPI coat complex subunit beta 2(COPB2)	Homo sapiens	COPB2
11744254_at	COPI coat complex subunit beta 2(COPB2)	Homo sapiens	COPB2
11749196_a_at	WD repeat domain 46(WDR46)	Homo sapiens	WDR46
11716873_a_at	WD repeat domain 46(WDR46)	Homo sapiens	WDR46
11716874_x_at	WD repeat domain 46(WDR46)	Homo sapiens	WDR46
11729435_a_at	zinc finger and BTB domain containing 22(ZBTB22)	Homo sapiens	ZBTB22
11759000_at	mediator complex subunit 14(MED14)	Homo sapiens	MED14
11728675_a_at	mediator complex subunit 14(MED14)	Homo sapiens	MED14
11728676_at	mediator complex subunit 14(MED14)	Homo sapiens	MED14
11749533_a_at	G protein-coupled receptor 37 like 1(GPR37L1)	Homo sapiens	GPR37L1
11734711_at	G protein-coupled receptor 37 like 1(GPR37L1)	Homo sapiens	GPR37L1
11734584_at	trace amine associated receptor 2(TAAR2)	Homo sapiens	TAAR2
11723872_a_at	adhesion G protein-coupled receptor G1(ADGRG1)	Homo sapiens	ADGRG1
11716395_a_at	adhesion G protein-coupled receptor G1(ADGRG1)	Homo sapiens	ADGRG1
11737746_a_at	adhesion G protein-coupled receptor G1(ADGRG1)	Homo sapiens	ADGRG1
11731333_a_at	G protein-coupled receptor 55(GPR55)	Homo sapiens	GPR55
11731334_a_at	G protein-coupled receptor 55(GPR55)	Homo sapiens	GPR55
11732518_at	G protein-coupled receptor 52(GPR52)	Homo sapiens	GPR52
11725795_at	sphingosine-1-phosphate receptor 2(S1PR2)	Homo sapiens	S1PR2
11725796_x_at	sphingosine-1-phosphate receptor 2(S1PR2)	Homo sapiens	S1PR2
11763263_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens	SRSF11
11761781_a_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens	SRSF11
11754191_x_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens	SRSF11
11748884_a_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens	SRSF11
11754192_s_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens	SRSF11
11754190_a_at	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens	SRSF11
11715866_x_at	ATPase H+ transporting V1 subunit F(ATP6V1F)	Homo sapiens	ATP6V1F
11715865_a_at	ATPase H+ transporting V1 subunit F(ATP6V1F)	Homo sapiens	ATP6V1F
11758088_s_at	suppressor of cytokine signaling 6(SOCS6)	Homo sapiens	SOCS6
11723362_s_at	suppressor of cytokine signaling 6(SOCS6)	Homo sapiens	SOCS6
11743000_at	CD83 molecule(CD83)	Homo sapiens	CD83
11748247_a_at	zinc finger protein 235(ZNF235)	Homo sapiens	ZNF235
11738081_a_at	zinc finger protein 235(ZNF235)	Homo sapiens	ZNF235
11741613_at	potassium voltage-gated channel subfamily B member 2(KCNB2)	Homo sapiens	KCNB2
11737648_at	matrix metallopeptidase 20(MMP20)	Homo sapiens	MMP20
11719634_a_at	Kruppel like factor 4(KLF4)	Homo sapiens	KLF4
11719633_a_at	Kruppel like factor 4(KLF4)	Homo sapiens	KLF4
11741506_x_at	neuronal regeneration related protein(NREP)	Homo sapiens	NREP
11724481_a_at	neuronal regeneration related protein(NREP)	Homo sapiens	NREP
11741505_s_at	neuronal regeneration related protein(NREP)	Homo sapiens	NREP
11724480_x_at	neuronal regeneration related protein(NREP)	Homo sapiens	NREP
11741504_a_at	neuronal regeneration related protein(NREP)	Homo sapiens	NREP
11736666_a_at	phosphotriesterase related(PTER)	Homo sapiens	PTER
11736233_s_at	phosphotriesterase related(PTER)	Homo sapiens	PTER
11736234_a_at	phosphotriesterase related(PTER)	Homo sapiens	PTER
11736667_a_at	phosphotriesterase related(PTER)	Homo sapiens	PTER
11724192_at	COP9 signalosome subunit 2(COPS2)	Homo sapiens	COPS2
11724193_s_at	COP9 signalosome subunit 2(COPS2)	Homo sapiens	COPS2
11724191_a_at	COP9 signalosome subunit 2(COPS2)	Homo sapiens	COPS2
11731526_s_at	thyroid hormone receptor interactor 13(TRIP13)	Homo sapiens	TRIP13
11731525_at	thyroid hormone receptor interactor 13(TRIP13)	Homo sapiens	TRIP13
11762927_at	heat shock protein 90 alpha family class A member 5, pseudogene(HSP90AA5P)	Homo sapiens	HSP90AA5P
11715810_a_at	thyroid hormone receptor interactor 12(TRIP12)	Homo sapiens	TRIP12
11748813_a_at	thyroid hormone receptor interactor 12(TRIP12)	Homo sapiens	TRIP12
11742759_a_at	thyroid hormone receptor interactor 11(TRIP11)	Homo sapiens	TRIP11
11721489_a_at	thyroid hormone receptor interactor 10(TRIP10)	Homo sapiens	TRIP10
11721490_x_at	thyroid hormone receptor interactor 10(TRIP10)	Homo sapiens	TRIP10
11757318_x_at	thyroid hormone receptor interactor 10(TRIP10)	Homo sapiens	TRIP10
11747552_a_at	thyroid hormone receptor interactor 10(TRIP10)	Homo sapiens	TRIP10
11748384_a_at	thyroid hormone receptor interactor 10(TRIP10)	Homo sapiens	TRIP10
11730856_s_at	high mobility group nucleosomal binding domain 3(HMGN3)	Homo sapiens	HMGN3
11730855_a_at	high mobility group nucleosomal binding domain 3(HMGN3)	Homo sapiens	HMGN3
11717604_a_at	thyroid hormone receptor interactor 4(TRIP4)	Homo sapiens	TRIP4
11722793_a_at	zinc finger HIT-type containing 3(ZNHIT3)	Homo sapiens	ZNHIT3
11755921_a_at	general transcription factor IIIC subunit 5(GTF3C5)	Homo sapiens	GTF3C5
11761028_at	general transcription factor IIIC subunit 5(GTF3C5)	Homo sapiens	GTF3C5
11726750_a_at	general transcription factor IIIC subunit 4(GTF3C4)	Homo sapiens	GTF3C4
11726749_a_at	general transcription factor IIIC subunit 4(GTF3C4)	Homo sapiens	GTF3C4
11761590_at	general transcription factor IIIC subunit 3(GTF3C3)	Homo sapiens	GTF3C3
11749438_a_at	general transcription factor IIIC subunit 3(GTF3C3)	Homo sapiens	GTF3C3
11743763_at	general transcription factor IIIC subunit 3(GTF3C3)	Homo sapiens	GTF3C3
11759516_s_at	general transcription factor IIIC subunit 3(GTF3C3)	Homo sapiens	GTF3C3
11759515_at	general transcription factor IIIC subunit 3(GTF3C3)	Homo sapiens	GTF3C3
11751477_a_at	beta-1,4-galactosyltransferase 6(B4GALT6)	Homo sapiens	B4GALT6
11731839_a_at	beta-1,4-galactosyltransferase 6(B4GALT6)	Homo sapiens	B4GALT6
11731842_a_at	beta-1,4-galactosyltransferase 6(B4GALT6)	Homo sapiens	B4GALT6
11731841_a_at	beta-1,4-galactosyltransferase 6(B4GALT6)	Homo sapiens	B4GALT6
11731840_a_at	beta-1,4-galactosyltransferase 6(B4GALT6)	Homo sapiens	B4GALT6
11728679_a_at	CD163 molecule(CD163)	Homo sapiens	CD163
11737067_a_at	transglutaminase 5(TGM5)	Homo sapiens	TGM5
11716877_at	beta-1,4-galactosyltransferase 5(B4GALT5)	Homo sapiens	B4GALT5
11716878_s_at	beta-1,4-galactosyltransferase 5(B4GALT5)	Homo sapiens	B4GALT5
11716879_at	beta-1,4-galactosyltransferase 5(B4GALT5)	Homo sapiens	B4GALT5
11734468_x_at	zinc finger protein 826, pseudogene(ZNF826P)	Homo sapiens	ZNF826P
11762746_s_at	zinc finger protein 826, pseudogene(ZNF826P)	Homo sapiens	ZNF826P
11749819_x_at	CCR4-NOT transcription complex subunit 8(CNOT8)	Homo sapiens	CNOT8
11746336_a_at	CCR4-NOT transcription complex subunit 8(CNOT8)	Homo sapiens	CNOT8
11742950_s_at	CCR4-NOT transcription complex subunit 8(CNOT8)	Homo sapiens	CNOT8
11742949_a_at	CCR4-NOT transcription complex subunit 8(CNOT8)	Homo sapiens	CNOT8
11715202_s_at	transcription elongation factor A like 1(TCEAL1)	Homo sapiens	TCEAL1
11762045_a_at	glucagon like peptide 2 receptor(GLP2R)	Homo sapiens	GLP2R
11735299_a_at	glucagon like peptide 2 receptor(GLP2R)	Homo sapiens	GLP2R
11716285_a_at	vesicle associated membrane protein 3(VAMP3)	Homo sapiens	VAMP3
11716286_at	vesicle associated membrane protein 3(VAMP3)	Homo sapiens	VAMP3
11727830_at	synaptosome associated protein 29(SNAP29)	Homo sapiens	SNAP29
11763720_a_at	synaptosome associated protein 29(SNAP29)	Homo sapiens	SNAP29
11727828_s_at	synaptosome associated protein 29(SNAP29)	Homo sapiens	SNAP29
11727829_a_at	synaptosome associated protein 29(SNAP29)	Homo sapiens	SNAP29
11758740_at	elongation factor Tu GTP binding domain containing 2(EFTUD2)	Homo sapiens	EFTUD2
11716058_a_at	elongation factor Tu GTP binding domain containing 2(EFTUD2)	Homo sapiens	EFTUD2
11740354_a_at	elongation factor Tu GTP binding domain containing 2(EFTUD2)	Homo sapiens	EFTUD2
11716057_a_at	elongation factor Tu GTP binding domain containing 2(EFTUD2)	Homo sapiens	EFTUD2
11740353_a_at	elongation factor Tu GTP binding domain containing 2(EFTUD2)	Homo sapiens	EFTUD2
11716059_x_at	elongation factor Tu GTP binding domain containing 2(EFTUD2)	Homo sapiens	EFTUD2
11725571_at	TAO kinase 2(TAOK2)	Homo sapiens	TAOK2
11726746_x_at	TAO kinase 2(TAOK2)	Homo sapiens	TAOK2
11726745_a_at	TAO kinase 2(TAOK2)	Homo sapiens	TAOK2
11726744_a_at	TAO kinase 2(TAOK2)	Homo sapiens	TAOK2
11725572_at	TAO kinase 2(TAOK2)	Homo sapiens	TAOK2
11752460_a_at	N-deacetylase and N-sulfotransferase 3(NDST3)	Homo sapiens	NDST3
11761344_at	N-deacetylase and N-sulfotransferase 3(NDST3)	Homo sapiens	NDST3
11731142_at	N-deacetylase and N-sulfotransferase 3(NDST3)	Homo sapiens	NDST3
11731141_at	N-deacetylase and N-sulfotransferase 3(NDST3)	Homo sapiens	NDST3
11757422_x_at	ribosomal protein L23(RPL23)	Homo sapiens	RPL23
11732296_at	cerberus 1, DAN family BMP antagonist(CER1)	Homo sapiens	CER1
11727907_a_at	SLC9A3 regulator 2(SLC9A3R2)	Homo sapiens	SLC9A3R2
11743315_a_at	thioredoxin like 1(TXNL1)	Homo sapiens	TXNL1
11764006_a_at	thioredoxin like 1(TXNL1)	Homo sapiens	TXNL1
11759489_s_at	thioredoxin like 1(TXNL1)	Homo sapiens	TXNL1
11721399_a_at	slit guidance ligand 2(SLIT2)	Homo sapiens	SLIT2
11750790_a_at	ubiquitination factor E4A(UBE4A)	Homo sapiens	UBE4A
11716840_at	ubiquitination factor E4A(UBE4A)	Homo sapiens	UBE4A
11716841_at	ubiquitination factor E4A(UBE4A)	Homo sapiens	UBE4A
11727330_a_at	sperm acrosome developmental regulator(SPACDR)	Homo sapiens	SPACDR
11736386_at	LIM homeobox 2(LHX2)	Homo sapiens	LHX2
11726613_x_at	solute carrier family 22 member 6(SLC22A6)	Homo sapiens	SLC22A6
11750846_a_at	solute carrier family 22 member 6(SLC22A6)	Homo sapiens	SLC22A6
11742256_a_at	solute carrier family 22 member 6(SLC22A6)	Homo sapiens	SLC22A6
11726612_a_at	solute carrier family 22 member 6(SLC22A6)	Homo sapiens	SLC22A6
11759907_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens	ITGBL1
11749212_a_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens	ITGBL1
11723285_a_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens	ITGBL1
11745245_a_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens	ITGBL1
11759908_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens	ITGBL1
11741615_at	karyopherin subunit alpha 7(KPNA7)	Homo sapiens	KPNA7
11754211_a_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11746095_a_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11754212_a_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11754213_x_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11730267_a_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11760261_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11754214_a_at	peptidylprolyl isomerase G(PPIG)	Homo sapiens	PPIG
11749480_a_at	lon peptidase 1, mitochondrial(LONP1)	Homo sapiens	LONP1
11725963_a_at	lon peptidase 1, mitochondrial(LONP1)	Homo sapiens	LONP1
11748721_a_at	lon peptidase 1, mitochondrial(LONP1)	Homo sapiens	LONP1
11733483_at	ring finger protein 113B(RNF113B)	Homo sapiens	RNF113B
11754667_a_at	copine 6(CPNE6)	Homo sapiens	CPNE6
11751486_a_at	copine 6(CPNE6)	Homo sapiens	CPNE6
11732962_a_at	RAB33A, member RAS oncogene family(RAB33A)	Homo sapiens	RAB33A
11758694_s_at	RAB28, member RAS oncogene family(RAB28)	Homo sapiens	RAB28
11731003_s_at	RAB28, member RAS oncogene family(RAB28)	Homo sapiens	RAB28
11727948_a_at	RAB28, member RAS oncogene family(RAB28)	Homo sapiens	RAB28
11757777_s_at	klotho(KL)	Homo sapiens	KL
11753574_at	RAB9B, member RAS oncogene family pseudogene 1(RAB9BP1)	Homo sapiens	RAB9BP1
11742737_a_at	RAB9A, member RAS oncogene family(RAB9A)	Homo sapiens	RAB9A
11727936_a_at	SLC9A3 regulator 1(SLC9A3R1)	Homo sapiens	SLC9A3R1
11758990_x_at	SLC9A3 regulator 1(SLC9A3R1)	Homo sapiens	SLC9A3R1
11728488_a_at	neurexin 3(NRXN3)	Homo sapiens	NRXN3
11755324_a_at	neurexin 3(NRXN3)	Homo sapiens	NRXN3
11734560_x_at	adiponectin, C1Q and collagen domain containing(ADIPOQ)	Homo sapiens	ADIPOQ
11752564_x_at	adiponectin, C1Q and collagen domain containing(ADIPOQ)	Homo sapiens	ADIPOQ
11734558_a_at	adiponectin, C1Q and collagen domain containing(ADIPOQ)	Homo sapiens	ADIPOQ
11734559_x_at	adiponectin, C1Q and collagen domain containing(ADIPOQ)	Homo sapiens	ADIPOQ
11752926_a_at	kinesin family member 3B(KIF3B)	Homo sapiens	KIF3B
11716627_a_at	kinesin family member 3B(KIF3B)	Homo sapiens	KIF3B
11716628_at	kinesin family member 3B(KIF3B)	Homo sapiens	KIF3B
11716626_at	kinesin family member 3B(KIF3B)	Homo sapiens	KIF3B
11730984_a_at	zinc finger FYVE-type containing 9(ZFYVE9)	Homo sapiens	ZFYVE9
11738130_a_at	zinc finger FYVE-type containing 9(ZFYVE9)	Homo sapiens	ZFYVE9
11730983_a_at	zinc finger FYVE-type containing 9(ZFYVE9)	Homo sapiens	ZFYVE9
11743056_at	phospholipase A2 activating protein(PLAA)	Homo sapiens	PLAA
11743055_at	phospholipase A2 activating protein(PLAA)	Homo sapiens	PLAA
11736995_a_at	palmitoyl-protein thioesterase 2(PPT2)	Homo sapiens	PPT2
11756311_x_at	palmitoyl-protein thioesterase 2(PPT2)	Homo sapiens	PPT2
11736996_x_at	palmitoyl-protein thioesterase 2(PPT2)	Homo sapiens	PPT2
11757554_s_at	palmitoyl-protein thioesterase 2(PPT2)	Homo sapiens	PPT2
11743622_a_at	transmembrane 9 superfamily member 2(TM9SF2)	Homo sapiens	TM9SF2
11759506_a_at	transmembrane 9 superfamily member 2(TM9SF2)	Homo sapiens	TM9SF2
11755865_x_at	solute carrier family 22 member 8(SLC22A8)	Homo sapiens	SLC22A8
11725993_a_at	solute carrier family 22 member 8(SLC22A8)	Homo sapiens	SLC22A8
11747810_a_at	solute carrier family 22 member 8(SLC22A8)	Homo sapiens	SLC22A8
11715656_at	cytochrome c oxidase subunit 5A(COX5A)	Homo sapiens	COX5A
11740766_a_at	neurexin 1(NRXN1)	Homo sapiens	NRXN1
11736541_a_at	neurexin 1(NRXN1)	Homo sapiens	NRXN1
11755964_a_at	neurexin 1(NRXN1)	Homo sapiens	NRXN1
11736542_a_at	neurexin 1(NRXN1)	Homo sapiens	NRXN1
11745831_a_at	neurexin 1(NRXN1)	Homo sapiens	NRXN1
11759862_at	neurexin 1(NRXN1)	Homo sapiens	NRXN1
11735437_a_at	neurexin 2(NRXN2)	Homo sapiens	NRXN2
11735438_s_at	neurexin 2(NRXN2)	Homo sapiens	NRXN2
11735439_x_at	neurexin 2(NRXN2)	Homo sapiens	NRXN2
11757338_x_at	glyoxylate and hydroxypyruvate reductase(GRHPR)	Homo sapiens	GRHPR
11717104_a_at	glyoxylate and hydroxypyruvate reductase(GRHPR)	Homo sapiens	GRHPR
11752206_a_at	otoferlin(OTOF)	Homo sapiens	OTOF
11732086_a_at	otoferlin(OTOF)	Homo sapiens	OTOF
11754508_a_at	component of oligomeric golgi complex 1(COG1)	Homo sapiens	COG1
11726713_a_at	component of oligomeric golgi complex 1(COG1)	Homo sapiens	COG1
11736372_at	mucin 17, cell surface associated(MUC17)	Homo sapiens	MUC17
11757233_at	TSIX transcript, XIST antisense RNA(TSIX)	Homo sapiens	TSIX
11729323_a_at	ankyrin repeat and SOCS box containing 5(ASB5)	Homo sapiens	ASB5
11729324_s_at	ankyrin repeat and SOCS box containing 5(ASB5)	Homo sapiens	ASB5
11726923_a_at	ankyrin repeat and SOCS box containing 6(ASB6)	Homo sapiens	ASB6
11739551_a_at	ankyrin repeat and SOCS box containing 6(ASB6)	Homo sapiens	ASB6
11726924_a_at	ankyrin repeat and SOCS box containing 6(ASB6)	Homo sapiens	ASB6
11759375_at	ankyrin repeat and SOCS box containing 11(ASB11)	Homo sapiens	ASB11
11762467_at	ankyrin repeat and SOCS box containing 11(ASB11)	Homo sapiens	ASB11
11733772_a_at	ankyrin repeat and SOCS box containing 11(ASB11)	Homo sapiens	ASB11
11750529_a_at	ankyrin repeat and SOCS box containing 9(ASB9)	Homo sapiens	ASB9
11750530_x_at	ankyrin repeat and SOCS box containing 9(ASB9)	Homo sapiens	ASB9
11724444_a_at	ankyrin repeat and SOCS box containing 9(ASB9)	Homo sapiens	ASB9
11725469_at	lipase G, endothelial type(LIPG)	Homo sapiens	LIPG
11725468_a_at	lipase G, endothelial type(LIPG)	Homo sapiens	LIPG
11751191_a_at	lipase G, endothelial type(LIPG)	Homo sapiens	LIPG
11755920_a_at	solute carrier family 22 member 14(SLC22A14)	Homo sapiens	SLC22A14
11723870_at	ankyrin repeat and SOCS box containing 7(ASB7)	Homo sapiens	ASB7
11723869_s_at	ankyrin repeat and SOCS box containing 7(ASB7)	Homo sapiens	ASB7
11730679_a_at	ankyrin repeat and SOCS box containing 7(ASB7)	Homo sapiens	ASB7
11737182_at	solute carrier family 22 member 13(SLC22A13)	Homo sapiens	SLC22A13
11720974_at	ankyrin repeat and SOCS box containing 8(ASB8)	Homo sapiens	ASB8
11751585_a_at	ankyrin repeat and SOCS box containing 8(ASB8)	Homo sapiens	ASB8
11720973_x_at	ankyrin repeat and SOCS box containing 8(ASB8)	Homo sapiens	ASB8
11723650_a_at	cytosolic iron-sulfur assembly component 1(CIAO1)	Homo sapiens	CIAO1
11723651_x_at	cytosolic iron-sulfur assembly component 1(CIAO1)	Homo sapiens	CIAO1
11749560_a_at	cytosolic iron-sulfur assembly component 1(CIAO1)	Homo sapiens	CIAO1
11723649_x_at	cytosolic iron-sulfur assembly component 1(CIAO1)	Homo sapiens	CIAO1
11728445_a_at	transforming growth factor beta receptor associated protein 1(TGFBRAP1)	Homo sapiens	TGFBRAP1
11744035_x_at	zinc finger protein 358(ZNF358)	Homo sapiens	ZNF358
11758662_s_at	zinc finger protein 358(ZNF358)	Homo sapiens	ZNF358
11757257_at	PISRT1 lncRNA(PISRT1)	Homo sapiens	PISRT1
11763952_at	PISRT1 lncRNA(PISRT1)	Homo sapiens	PISRT1
11747120_s_at	heparan sulfate 6-O-sulfotransferase 1(HS6ST1)	Homo sapiens	HS6ST1
11718362_at	heparan sulfate 6-O-sulfotransferase 1(HS6ST1)	Homo sapiens	HS6ST1
11762279_at	heparan sulfate 6-O-sulfotransferase 1(HS6ST1)	Homo sapiens	HS6ST1
11747564_s_at	heparan sulfate 6-O-sulfotransferase 1(HS6ST1)	Homo sapiens	HS6ST1
11757072_s_at	heparan sulfate 6-O-sulfotransferase 1(HS6ST1)	Homo sapiens	HS6ST1
11753991_x_at	myosin light chain 6B(MYL6B)	Homo sapiens	MYL6B
11744400_a_at	myosin light chain 6B(MYL6B)	Homo sapiens	MYL6B
11736512_at	N-myristoyltransferase 2(NMT2)	Homo sapiens	NMT2
11736513_s_at	N-myristoyltransferase 2(NMT2)	Homo sapiens	NMT2
11750949_a_at	N-myristoyltransferase 2(NMT2)	Homo sapiens	NMT2
11757973_x_at	N-myristoyltransferase 2(NMT2)	Homo sapiens	NMT2
11735779_a_at	CD101 molecule(CD101)	Homo sapiens	CD101
11750606_a_at	CD101 molecule(CD101)	Homo sapiens	CD101
11762387_x_at	myosin IIIB(MYO3B)	Homo sapiens	MYO3B
11735591_x_at	myosin IIIB(MYO3B)	Homo sapiens	MYO3B
11735592_a_at	myosin IIIB(MYO3B)	Homo sapiens	MYO3B
11762386_at	myosin IIIB(MYO3B)	Homo sapiens	MYO3B
11746080_x_at	myosin IIIB(MYO3B)	Homo sapiens	MYO3B
11751256_a_at	stomatin like 1(STOML1)	Homo sapiens	STOML1
11751674_a_at	stomatin like 1(STOML1)	Homo sapiens	STOML1
11744557_a_at	stomatin like 1(STOML1)	Homo sapiens	STOML1
11715330_x_at	zinc finger protein 735(ZNF735)	Homo sapiens	ZNF735
11749651_a_at	RecQ like helicase 5(RECQL5)	Homo sapiens	RECQL5
11737189_at	RecQ like helicase 5(RECQL5)	Homo sapiens	RECQL5
11750500_a_at	RecQ like helicase 5(RECQL5)	Homo sapiens	RECQL5
11752007_a_at	RecQ like helicase 5(RECQL5)	Homo sapiens	RECQL5
11734527_a_at	RecQ like helicase 5(RECQL5)	Homo sapiens	RECQL5
11741414_a_at	RecQ like helicase 4(RECQL4)	Homo sapiens	RECQL4
11750488_a_at	GRB2 related adaptor protein 2(GRAP2)	Homo sapiens	GRAP2
11752952_a_at	GRB2 related adaptor protein 2(GRAP2)	Homo sapiens	GRAP2
11740604_a_at	selenoprotein F(SELENOF)	Homo sapiens	SELENOF
11743254_x_at	selenoprotein F(SELENOF)	Homo sapiens	SELENOF
11755522_a_at	leupaxin(LPXN)	Homo sapiens	LPXN
11743169_a_at	leupaxin(LPXN)	Homo sapiens	LPXN
11760962_at	leupaxin(LPXN)	Homo sapiens	LPXN
11727200_s_at	zinc finger RANBP2-type containing 2(ZRANB2)	Homo sapiens	ZRANB2
11728652_x_at	zinc finger RANBP2-type containing 2(ZRANB2)	Homo sapiens	ZRANB2
11728651_a_at	zinc finger RANBP2-type containing 2(ZRANB2)	Homo sapiens	ZRANB2
11737805_a_at	transmembrane serine protease 11D(TMPRSS11D)	Homo sapiens	TMPRSS11D
11737804_a_at	transmembrane serine protease 11D(TMPRSS11D)	Homo sapiens	TMPRSS11D
11732093_a_at	peroxisomal biogenesis factor 16(PEX16)	Homo sapiens	PEX16
11722433_a_at	peroxisomal biogenesis factor 16(PEX16)	Homo sapiens	PEX16
11722057_a_at	small nuclear ribonucleoprotein U5 subunit 40(SNRNP40)	Homo sapiens	SNRNP40
11723813_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens	ARHGAP29
11723814_s_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens	ARHGAP29
11723815_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens	ARHGAP29
11723817_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens	ARHGAP29
11723816_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens	ARHGAP29
11762028_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens	ARHGAP29
11758813_x_at	mediator complex subunit 21(MED21)	Homo sapiens	MED21
11719678_a_at	mediator complex subunit 21(MED21)	Homo sapiens	MED21
11719677_a_at	mediator complex subunit 21(MED21)	Homo sapiens	MED21
11758234_s_at	mediator complex subunit 21(MED21)	Homo sapiens	MED21
11731178_a_at	family with sequence similarity 189 member A2(FAM189A2)	Homo sapiens	FAM189A2
11716744_x_at	tight junction protein 2(TJP2)	Homo sapiens	TJP2
